PO Number,PO Line,Maximum of Subsidiary,Maximum of Department,Maximum of Location,Maximum of Created By,Maximum of PO Status,Maximum of Date,Maximum of Expected Receipt Date,Maximum of Promise Date,Maximum of Due Date,Maximum of Total Quantity,Maximum of Quantity Fulfilled/Received,Maximum of Open Qty,Maximum of Item Rate,Maximum of Total Quantity Amount,Maximum of Shipping Zip,Maximum of Shipping Country Code,Maximum of Terms,Maximum of Vendor Internal ID,Maximum of Vendor Name,Maximum of Vendor Zip Code,Maximum of Memo,Maximum of Item Internal ID,Maximum of Item MPN Name Custom,Maximum of Item Display Name,Maximum of Item Description,Maximum of Item GL Expense Account,Maximum of Item Type,Maximum of Product Line,Maximum of Primary UOM
P-BL0000782,8,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,07/13/2026,04/15/2027,,,105,0,105,11894.38095238,1248910.00,24382,US,Net 30,53105,JST Power Equipment,32746,Warranty 30 Month Extended per MSA ,4671913,DS-Warranty,DS-Warranty,,Cost of Sales - Sourced Product,Non-inventory Item,,Each
P-BL0000786,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,07/21/2026,07/01/2027,,,6,0,6,16800.00,100800.00,24382,US,Net 30,55292,IC-Ares Energy,61703,Switchgear Startup & Commissioning Services Pre-Energization Scope – Level 3 (L3) ,4711246,DS-Startup,DS-Startup,,Cost of Sales - Sourced Product,Non-inventory Item,,Each
P-BL0000786,2,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,07/21/2026,07/01/2027,,,105,0,105,5475.00,574875.00,24382,US,Net 30,55292,IC-Ares Energy,61703,"Transformer Startup and Commissioning (Field service for Installation, Cx, & Testing) ",4711246,DS-Startup,DS-Startup,,Cost of Sales - Sourced Product,Non-inventory Item,,Each
P-BL0000788,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,07/24/2026,09/15/2026,,,1,0,1,6742.71,6742.71,23831,US,Net 30,93433,States Manufacturing LLC,55316,1VCF549716R0006 KIT 10 WIRING TABLE AUX CONTACT 38 KV ,4728579,"DS-Other (i.e. hardware, cables, Pole Mounted Equipment, etc)","Other (i.e. hardware, cables, Pole Mounted Equipment, etc)",[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,
P-BL0000788,2,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,07/24/2026,09/15/2026,,,1,0,1,5787.78,5787.78,23831,US,Net 30,93433,States Manufacturing LLC,55316,1VCF549716R0001 KIT 10+10 LEFT AND RIGHT RAILS PB8 ,4728579,"DS-Other (i.e. hardware, cables, Pole Mounted Equipment, etc)","Other (i.e. hardware, cables, Pole Mounted Equipment, etc)",[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,
P-BL0000788,3,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,07/24/2026,09/15/2026,,,1,0,1,8367.18,8367.18,23831,US,Net 30,93433,States Manufacturing LLC,55316,1VCF549716R0005 KIT 10 MOUNTING HEART + AUXILIARY ,4728579,"DS-Other (i.e. hardware, cables, Pole Mounted Equipment, etc)","Other (i.e. hardware, cables, Pole Mounted Equipment, etc)",[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,
P-BL0000790,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Jennifer Midkiff,Pending Receipt,07/27/2026,02/26/2027,,,2,0,2,129700.00,259400.00,76629,US,Net 30,82754,EMI Inc.,55441,2500A LV Switchboard (ADC05 & ADC08),4741098,DS-Switchboard,Switchboard,[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,
P-BL0000790,2,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Jennifer Midkiff,Pending Receipt,07/27/2026,02/26/2027,,,2,0,2,126645.00,253290.00,76629,US,Net 30,82754,EMI Inc.,55441,2500A LV Switchboard (ADC06 & ADC07),4741098,DS-Switchboard,Switchboard,[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,
P-BL0000791,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,07/27/2026,07/31/2026,,,2,0,2,.00,.00,23831,US,Net 30,55390,IC-Allied Power and Control,21076,EATON: MAGNUM PD-SB 3000A 3P In=3000A ELECTRICALLY OPERATED DRAWOUT BREAKER 100KA@480VAC WITH PXR 35 LSIG TRIP UNIT INCLUDING 8 FORM C AUX. CONTACTS WITH METAL FRAME METAL COVER PADLOCK CONT. DUTY SHUNT  ,4742013,SPSC303WEA303BDNCNDYSNNAX,EATON: MAGNUM PD-SB 3000A 3P In=3000A ELECTRICALLY OPERATED DRAWOUT BREAKER 100KA@480VAC WITH PXR 35 LSIG TRIP UNIT INCLUDING 8 FORM C AUX. CONTACTS WITH METAL FRAME METAL COVER PADLOCK CONT. DUTY SHUNT,EATON: MAGNUM PD-SB 3000A 3P In=3000A ELECTRICALLY OPERATED DRAWOUT BREAKER 100KA@480VAC WITH PXR 35 LSIG TRIP UNIT INCLUDING 8 FORM C AUX. CONTACTS WITH METAL FRAME METAL COVER PADLOCK CONT. DUTY SHUNT  ,Cost of Sales - Manufactured Product,Inventory Item,,Each
P-BL0000791,2,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,07/27/2026,07/31/2026,,,2,0,2,.00,.00,23831,US,Net 30,55390,IC-Allied Power and Control,21076,"FLEX CORE 5000A SPLOT CORE ROUND CURRENT TRANSFORMER WITH 5A OUTPUT AND 8"" INSIDE DIAMETER",4742013,FCL5000/5-8,"FLEX CORE 5000A SPLOT CORE ROUND CURRENT TRANSFORMER WITH 5A OUTPUT AND 8"" INSIDE DIAMETER","FLEX CORE 5000A SPLOT CORE ROUND CURRENT TRANSFORMER WITH 5A OUTPUT AND 8"" INSIDE DIAMETER",Cost of Sales - Manufactured Product,Inventory Item,,Each
P-BL0000791,3,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,07/27/2026,07/31/2026,,,1,0,1,.00,.00,23831,US,Net 30,55390,IC-Allied Power and Control,21076,"EATON: MAGNUM PD-SB 5000A 3P In=5000A ELECTRICALLY OPERATED DRAWOUT BREAKER 100KA@480VAC WITH PXR 35 LSIG TRIP UNIT INCLUDING 8 FORM C AUX. CONTACTS WITH METAL FRAME METAL COVER PADLOCK, CONT. DUTY SHUNT  ",4742013,SPNC5N3WEA503BDNCNDYSNNAX,"EATON: MAGNUM PD-SB 5000A 3P In=5000A ELECTRICALLY OPERATED DRAWOUT BREAKER 100KA@480VAC WITH PXR 35 LSIG TRIP UNIT INCLUDING 8 FORM C AUX. CONTACTS WITH METAL FRAME METAL COVER PADLOCK, CONT. DUTY SHUNT","EATON: MAGNUM PD-SB 5000A 3P In=5000A ELECTRICALLY OPERATED DRAWOUT BREAKER 100KA@480VAC WITH PXR 35 LSIG TRIP UNIT INCLUDING 8 FORM C AUX. CONTACTS WITH METAL FRAME METAL COVER PADLOCK, CONT. DUTY SHUNT  ",Cost of Sales - Manufactured Product,Inventory Item,,Each
P-BL0000791,4,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,07/27/2026,07/31/2026,,,160,0,160,.00,.00,23831,US,Net 30,55390,IC-Allied Power and Control,21076,"POWER DISTRIBUTION BLOCK, LINERGY, TERMINAL COVER FOR 9080LBA162 OR 9080LBC162 BLOCKS",4742013,9080LB21,"POWER DISTRIBUTION BLOCK, LINERGY, TERMINAL COVER FOR 9080LBA162 OR 9080LBC162 BLOCKS","POWER DISTRIBUTION BLOCK, LINERGY, TERMINAL COVER FOR 9080LBA162 OR 9080LBC162 BLOCKS",Cost of Sales - Manufactured Product,Inventory Item,,Each
P-BL0000792,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Jennifer Midkiff,Pending Receipt,07/28/2026,02/26/2028,,,4,0,4,108085.00,432340.00,76629,US,Net 30,82754,EMI Inc.,55441,2500A LV Switchgear,4746839,DS-Switchgear - UL 1558,Switchgear - UL 1558,[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,
P-BL0000792,2,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Jennifer Midkiff,Pending Receipt,07/28/2026,02/26/2027,,,4,0,4,750.00,3000.00,76629,US,Net 30,82754,EMI Inc.,55441,Option - Roof Mounted Sun Shield,4746839,"DS-Other (i.e. hardware, cables, Pole Mounted Equipment, etc)","Other (i.e. hardware, cables, Pole Mounted Equipment, etc)",[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,
P-BL0000795,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,07/30/2026,09/21/2026,,,2,0,2,325.00,650.00,17601,US,Net 30,53114,Echo Electric,60674-5651,"#3 pipe guide assembly #8 coupling assembly #10 pipe, 7’ ",4759266,"DS-Other (i.e. hardware, cables, Pole Mounted Equipment, etc)","Other (i.e. hardware, cables, Pole Mounted Equipment, etc)",[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,"Other (i.e. hardware, cables, Pole Mounted Equipment, etc)",
P-BL0000797,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Jennifer Midkiff,Pending Receipt,08/03/2026,03/24/2028,,,2,0,2,573421.00,1146842.00,78612,US,Net 30,53105,JST Power Equipment,32746,J20X™ SF6 Gas Insulated Switchgear rated 38kV-3000A-40kA,4769643,DS-Switchgear - UL 1558,Switchgear - UL 1558,[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,
P-BL0000797,2,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Jennifer Midkiff,Pending Receipt,08/03/2026,03/24/2027,,,2,0,2,10815.00,21630.00,78612,US,Net 30,53105,JST Power Equipment,32746,Freight,4769643,DS-Freight Included,DS-Freight Included,,Outbound Freight,Non-inventory Item,,Each
P-BL0000799,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/06/2026,12/01/2026,,,44300,0,44300,.00,42345.27,11111,US,Net 60,42194,EATON CORPORATION,15108,House Panels - 1 - H1,4787229,DS-Panelboard,Panelboard,[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,
P-BL0000799,2,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/06/2026,12/01/2026,,,85700,0,85700,.00,75161.65,11111,US,Net 60,42194,EATON CORPORATION,15108,House Panels - 2,4787229,DS-Panelboard,Panelboard,[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,
P-BL0000799,3,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/06/2026,12/01/2026,,,35684.22,0,35684.22,.00,31294.03,11111,US,Net 60,42194,EATON CORPORATION,15108,House Panels - 3,4787229,DS-Panelboard,Panelboard,[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,
P-BL0000799,4,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/06/2026,12/01/2026,,,82100,0,82100,.00,72016.76,11111,US,Net 60,42194,EATON CORPORATION,15108,House Transformer - 1,4787229,DS-Low Voltage Transformer,Low Voltage Transformer,[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,
P-BL0000799,5,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/06/2026,12/01/2026,,,94175,0,94175,.00,82612.01,11111,US,Net 60,42194,EATON CORPORATION,15108,House Transformer - 2,4787229,DS-Low Voltage Transformer,Low Voltage Transformer,[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,
P-BL0000799,6,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/06/2026,12/01/2026,,,37825,0,37825,.00,33167.51,11111,US,Net 60,42194,EATON CORPORATION,15108,House Transformer - 3,4787229,DS-Low Voltage Transformer,Low Voltage Transformer,[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,
P-BL0000801,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Jennifer Midkiff,Pending Receipt,08/07/2026,08/07/2026,,,1,0,1,.00,.00,20166,US,Net 30,55390,IC-Allied Power and Control,21076,"EATON 4000AF 4000AS ACB 100kA 3P 100% ETU LSIG PXR35 EODO SPNC4N3WEA403BDNCNDLSNNAX AUX 8A/8B, 5S 120VAC MOTOR, ST1 24VDC CONT. DUTY, 24VDC SPRING RELEASE PADLOCK MFMC, TRIP INDICATOR WT. SWITCHES AND MANUAL RESET",4791511,SPNC4N3WEA403BDNCNDLSNNAX,"EATON 4000AF 4000AS ACB 100kA 3P 100% ETU LSIG PXR35 EODO SPNC4N3WEA403BDNCNDLSNNAX AUX 8A/8B, 5S 120VAC MOTOR, ST1 24VDC CONT. DUTY, 24VDC SPRING RELEASE PADLOCK MFMC, TRIP INDICATOR WT. SWITCHES AND MANUAL RESET","EATON 4000AF 4000AS ACB 100kA 3P 100% ETU LSIG PXR35 EODO SPNC4N3WEA403BDNCNDLSNNAX AUX 8A/8B, 5S 120VAC MOTOR, ST1 24VDC CONT. DUTY, 24VDC SPRING RELEASE PADLOCK MFMC, TRIP INDICATOR WT. SWITCHES AND MANUAL RESET",Cost of Sales - Manufactured Product,Inventory Item,,Each
P-BL0000802,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Jennifer Midkiff,Pending Receipt,08/07/2026,09/25/2026,,,1,0,1,.00,.00,20190,US,Net 30,55390,IC-Allied Power and Control,21076,"EATON 4000AF 4000AS ACB 100kA 3P 100% ETU LSIG PXR35 EODO SPNC4N3WEA403BDNCNDLSNNAX AUX 8A/8B, 5S 120VAC MOTOR, ST1 24VDC CONT. DUTY, 24VDC SPRING RELEASE PADLOCK MFMC, TRIP INDICATOR WT. SWITCHES AND MANUAL RESET",4792244,SPNC4N3WEA403BDNCNDLSNNAX,"EATON 4000AF 4000AS ACB 100kA 3P 100% ETU LSIG PXR35 EODO SPNC4N3WEA403BDNCNDLSNNAX AUX 8A/8B, 5S 120VAC MOTOR, ST1 24VDC CONT. DUTY, 24VDC SPRING RELEASE PADLOCK MFMC, TRIP INDICATOR WT. SWITCHES AND MANUAL RESET","EATON 4000AF 4000AS ACB 100kA 3P 100% ETU LSIG PXR35 EODO SPNC4N3WEA403BDNCNDLSNNAX AUX 8A/8B, 5S 120VAC MOTOR, ST1 24VDC CONT. DUTY, 24VDC SPRING RELEASE PADLOCK MFMC, TRIP INDICATOR WT. SWITCHES AND MANUAL RESET",Cost of Sales - Manufactured Product,Inventory Item,,Each
P-BL0000803,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/13/2026,01/01/2027,,,1,0,1,.00,.00,23836,US,Net 30,58189,"BRETCO, INC",,LV Spare Parts (Base PO),4808154,"DS-Other (i.e. hardware, cables, Pole Mounted Equipment, etc)","Other (i.e. hardware, cables, Pole Mounted Equipment, etc)",[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,
P-BL0000804,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/13/2026,05/11/2027,,,24,0,24,874449.40,20986785.60,23836,US,Net 30,55390,IC-Allied Power and Control,21076,MSB-C Critical Power Switchboard ,4808668,WO-11374-1,MSB-C Critical Power Switchboard,MSB-C Critical Power Switchboard ,Cost of Sales - Sourced Product,Assembly/Bill of Materials,,Each
P-BL0000804,2,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/13/2026,07/08/2027,,,4,0,4,871488.20,3485952.80,23836,US,Net 30,55390,IC-Allied Power and Control,21076,MSB-IT IT Power Switchboard  ,4808668,WO-11374-2,MSB-IT IT Power Switchboard,MSB-IT IT Power Switchboard  ,Cost of Sales - Sourced Product,Assembly/Bill of Materials,,Each
P-BL0000804,3,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/13/2026,06/09/2027,,,10,0,10,334401.01,3344010.10,23836,US,Net 30,55390,IC-Allied Power and Control,21076,MSB-H HVAC Switchboard without FP breaker ,4808668,WO-11374-3,MSB-H HVAC Switchboard without FP breaker,MSB-H HVAC Switchboard without FP breaker ,Cost of Sales - Sourced Product,Assembly/Bill of Materials,,Each
P-BL0000804,4,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/13/2026,06/09/2027,,,2,0,2,382622.90,765245.80,23836,US,Net 30,55390,IC-Allied Power and Control,21076,MSB-H HVAC Switchboard with FP breaker  ,4808668,WO-11374-4,MSB-H HVAC Switchboard with FP breaker,MSB-H HVAC Switchboard with FP breaker  ,Cost of Sales - Sourced Product,Assembly/Bill of Materials,,Each
P-BL0000804,5,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/13/2026,09/02/2027,,,1,0,1,248738.60,248738.60,23836,US,Net 30,55390,IC-Allied Power and Control,21076,MSB-A Admin Switchboard,4808668,WO-11374-5,MSB-A Admin Switchboard,MSB-A Admin Switchboard,Cost of Sales - Sourced Product,Assembly/Bill of Materials,,Each
P-BL0000804,6,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/13/2026,05/11/2027,,,41,0,41,14300.00,586300.00,23836,US,Net 30,55390,IC-Allied Power and Control,21076,LV Skidding Devices ,4808668,WO-11374-6,LV Skidding Devices,LV Skidding Devices ,Cost of Sales - Sourced Product,Assembly/Bill of Materials,,Each
P-BL0000804,7,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/13/2026,01/01/2027,,,1,0,1,393250.00,393250.00,23836,US,Net 30,55390,IC-Allied Power and Control,21076,SPARE PARTS FOR 11374,4808668,WO-11374-SPARE-PARTS,SPARE PARTS FOR 11374,SPARE PARTS FOR 11374,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000805,1,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/14/2026,12/01/2026,,,1,0,1,24200.00,24200.00,11111,US,Net 30,55390,IC-Allied Power and Control,21076,SWITCHBOARD  ,4814487,WO-11476-1,SWITCHBOARD,SWITCHBOARD  ,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000805,2,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/14/2026,12/01/2026,,,1,0,1,24200.00,24200.00,11111,US,Net 30,55390,IC-Allied Power and Control,21076,SWITCHBOARD  ,4814487,WO-11476-1,SWITCHBOARD,SWITCHBOARD  ,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000805,3,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/14/2026,12/01/2026,,,1,0,1,24200.00,24200.00,11111,US,Net 30,55390,IC-Allied Power and Control,21076,SWITCHBOARD  ,4814487,WO-11476-1,SWITCHBOARD,SWITCHBOARD  ,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000805,4,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/14/2026,12/01/2026,,,1,0,1,24200.00,24200.00,11111,US,Net 30,55390,IC-Allied Power and Control,21076,SWITCHBOARD  ,4814487,WO-11476-1,SWITCHBOARD,SWITCHBOARD  ,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000805,5,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/14/2026,12/01/2026,,,1,0,1,24200.00,24200.00,11111,US,Net 30,55390,IC-Allied Power and Control,21076,SWITCHBOARD  ,4814487,WO-11476-1,SWITCHBOARD,SWITCHBOARD  ,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000805,6,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/14/2026,12/01/2026,,,1,0,1,24200.00,24200.00,11111,US,Net 30,55390,IC-Allied Power and Control,21076,SWITCHBOARD  ,4814487,WO-11476-1,SWITCHBOARD,SWITCHBOARD  ,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000805,7,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/14/2026,12/01/2026,,,1,0,1,24200.00,24200.00,11111,US,Net 30,55390,IC-Allied Power and Control,21076,SWITCHBOARD  ,4814487,WO-11476-1,SWITCHBOARD,SWITCHBOARD  ,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000805,8,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/14/2026,12/01/2026,,,1,0,1,24200.00,24200.00,11111,US,Net 30,55390,IC-Allied Power and Control,21076,SWITCHBOARD  ,4814487,WO-11476-1,SWITCHBOARD,SWITCHBOARD  ,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000805,9,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/14/2026,12/01/2026,,,1,0,1,24200.00,24200.00,11111,US,Net 30,55390,IC-Allied Power and Control,21076,SWITCHBOARD  ,4814487,WO-11476-1,SWITCHBOARD,SWITCHBOARD  ,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000805,10,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/14/2026,02/09/2027,,,1,0,1,36300.00,36300.00,11111,US,Net 30,55390,IC-Allied Power and Control,21076,SWITCHBOARD ,4814487,WO-11476-2,SWITCHBOARD,SWITCHBOARD ,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000805,11,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/14/2026,02/09/2027,,,1,0,1,36300.00,36300.00,11111,US,Net 30,55390,IC-Allied Power and Control,21076,SWITCHBOARD ,4814487,WO-11476-2,SWITCHBOARD,SWITCHBOARD ,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000805,12,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/14/2026,02/09/2027,,,1,0,1,36300.00,36300.00,11111,US,Net 30,55390,IC-Allied Power and Control,21076,SWITCHBOARD ,4814487,WO-11476-2,SWITCHBOARD,SWITCHBOARD ,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000805,13,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/14/2026,02/09/2027,,,1,0,1,36300.00,36300.00,11111,US,Net 30,55390,IC-Allied Power and Control,21076,SWITCHBOARD ,4814487,WO-11476-2,SWITCHBOARD,SWITCHBOARD ,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000805,14,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/14/2026,02/09/2027,,,1,0,1,36300.00,36300.00,11111,US,Net 30,55390,IC-Allied Power and Control,21076,SWITCHBOARD ,4814487,WO-11476-2,SWITCHBOARD,SWITCHBOARD ,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
P-BL0000805,15,Top Company : PwrQ Holdings : Bretco LLC,0000 - None,8373B Greensboro Dr,Amanda Woodhall,Pending Receipt,08/14/2026,02/09/2027,,,1,0,1,36300.00,36300.00,11111,US,Net 30,55390,IC-Allied Power and Control,21076,SWITCHBOARD ,4814487,WO-11476-2,SWITCHBOARD,SWITCHBOARD ,Cost of Sales - Manufactured Product,Assembly/Bill of Materials,,Each
